"id","service"
"253,414",StreetReport_iPhone
"262,130",iPhone
"271,547",iPhone
"509,326",iOS
"600,491",iOS
"265,789",Android phone
"481,486",iOS
"481,484",iOS
"271,583",iPhone
"271,641",iPhone
"481,488",iOS
"271,684",iPhone
"258,803",iPhone
"67,796",iPhone
"271,717",Android phone
"195,374",StreetReport_iPhone
"481,601",iOS
"271,777",iPhone
"271,779",iPhone
"271,784",iPhone
"269,516",iPhone
"256,703",StreetReport_iPhone
"271,782",iPhone
"266,059",StreetReport_iPhone
"271,793",iPhone
"268,538",iPhone
"268,533",iPhone
"272,559",iPhone
"271,844",Android phone
"252,588",iPhone
"271,879",iPhone
"271,851",iPhone
"271,865",StreetReport_iPhone
"265,406",iPhone
"81,058",iPhone
"271,945",iPhone
"266,300",Android phone
"266,325",iPhone
"266,345",Android phone
"495,891",Android
"195,274",Android phone
"272,079",iPhone
"272,082",iPhone
"266,367",iPhone
"266,363",iPhone
"266,360",iPhone
"255,450",Android phone
"272,140",StreetReport_iPhone
"265,427",Android phone
"69,415",iPhone
"467,552",Android
"266,496",Android phone
"272,272",iPhone
"272,216",iPhone
"272,325",iPhone
"272,326",Android phone
"259,205",Android phone
"266,712",iPhone
"272,340",StreetReport_iPhone
"980,718",Android
"274,422",iPhone
"259,643",StreetReport_iPhone
"272,440",Android phone
"192,855",StreetReport_iPhone
"465,821",Android
"980,829",Android
"271,154",Android phone
"272,456",StreetReport_iPhone
"244,626",StreetReport_iPhone
"261,940",iPhone
"259,328",Android phone
"272,911",StreetReport_iPhone
"265,026",Android phone
"266,884",iPhone
"272,546",iPhone
"272,542",iPhone
"272,543",iPhone
"266,945",Android phone
"272,574",iPhone
"266,979",iPhone
"272,572",iPhone
"272,654",Android phone
"196,076",iPhone
"269,517",iPhone
"261,641",iPhone
"267,277",iPhone
"272,537",Android phone
"272,811",Android phone
"253,596",iPhone
"272,720",Android phone
"271,283",Android phone
"272,556",Android phone
"271,289",iPhone
"272,711",Android phone
"268,310",iPhone
"272,715",Android phone
"272,716",Android phone
"273,933",Android phone
"267,212",iPhone
"188,586",StreetReport_iPhone
"514,763",Android
"253,903",Android phone
"266,981",Android phone
"272,889",iPhone
"272,930",iPhone
"272,747",Android phone
"272,960",Android phone
"468,887",iOS
"192,409",iPhone
"272,975",Android phone
"272,988",StreetReport_iPhone
"137,866",Android phone
"188,139",StreetReport_iPhone
"273,025",iPhone
"446,067",iOS
"273,053",iPhone
"267,486",Android phone
"267,479",iPhone
"267,491",Android phone
"267,487",Android phone
"267,230",Android phone
"267,065",Android phone
"267,520",iPhone
"258,780",StreetReport_iPhone
"267,275",iPhone
"273,148",Android phone
"193,901",iPhone
"266,285",iPhone
"273,134",Android phone
"260,475",iPhone
"273,147",Android phone
"258,786",iPhone
"273,165",iPhone
"267,635",iPhone
"192,966",Android phone
"192,975",Android phone
"193,510",iPhone
"273,301",Android phone
"259,567",iPhone
"273,125",Android phone
"1,096,048",iOS
"267,122",iPhone
"273,254",Android phone
"273,579",iPhone
"980,741",Android
"271,868",Android phone
"273,517",Android phone
"267,441",Android phone
"272,455",StreetReport_iPhone
"412,970",iOS
"194,341",Android phone
"412,969",iOS
"267,989",iPhone
"241,795",iPhone
"273,588",Android phone
"274,160",iPhone
"514,602",Android
"273,645",StreetReport_iPhone
"423,908",iOS
"273,643",StreetReport_iPhone
"242,083",iPhone
"267,961",iPhone
"273,670",iPhone
"268,069",Android phone
"267,705",iPhone
"273,682",StreetReport_iPhone
"980,733",iOS
"268,156",Android phone
"260,696",iPhone
"268,222",iPhone
"273,896",Android phone
"195,615",iPhone
"184,284",iPhone
"273,831",Android phone
"273,860",iPhone
"448,692",StreetReport_iPhone
"881,976",Android
"273,912",Android phone
"268,325",iPhone
"261,268",iPhone
"261,262",iPhone
"261,254",iPhone
"268,499",iPhone
"121,354",StreetReport_iPhone
"268,447",Android phone
"261,511",iPhone
"261,512",iPhone
"267,359",iPhone
"261,509",iPhone
"268,434",iPhone
"268,510",iPhone
"266,024",iPhone
"267,347",iPhone
"274,120",Android phone
"274,117",Android phone
"193,503",StreetReport_iPhone
"274,278",iPhone
"747,541",iOS
"507,890",iOS
"268,612",StreetReport_iPhone
"193,729",Android phone
"258,853",Android phone
"268,647",StreetReport_iPhone
"261,662",iPhone
"514,795",iOS
"495,990",iOS
"268,741",Android phone
"258,862",iPhone
"274,466",iPhone
"723,104",Android
"268,852",Android phone
"261,557",iPhone
"268,934",Android phone
"255,212",iPhone
"258,835",iPhone
"274,559",iPhone
"195,716",Android phone
"268,023",Android phone
"267,747",Android phone
"268,864",Android phone
"271,259",Android phone
"258,876",iPhone
"274,592",Android phone
"481,538",iOS
"270,612",Android phone
"262,934",Android phone
"681,645",iOS
"269,003",Android phone
"274,128",Android phone
"274,130",Android phone
"274,664",iPhone
"274,713",iPhone
"272,257",iPhone
"269,111",iPhone
"274,743",Android phone
"269,122",iPhone
"269,117",iPhone
"274,349",Android phone
"274,685",iPhone
"269,227",iPhone
"274,913",iPhone
"274,932",Android phone
"481,544",iOS
"274,977",iPhone
"274,997",Android phone
"274,993",Android phone
"274,975",iPhone
"274,976",iPhone
"274,973",iPhone
"275,037",iPhone
"432,801",iOS
"483,980",Android
"253,664",Android phone
"196,443",Android phone
"252,832",iPhone
"269,507",StreetReport_iPhone
"193,084",StreetReport_iPhone
"188,349",iPhone
"938,524",iOS
"275,355",iPhone
"275,357",iPhone
"275,378",Android phone
"275,487",iPhone
"269,779",iPhone
"269,780",iPhone
"269,799",Android phone
"275,481",Android phone
"275,368",Android phone
"275,554",iPhone
"188,795",Android phone
"252,895",iPhone
"254,291",Android phone
"269,997",Android phone
"258,985",iPhone
"188,866",StreetReport_iPhone
"274,283",iPhone
"276,169",iPhone
"252,907",StreetReport_iPhone
"192,403",iPhone
"259,067",iPhone
"191,119",Android phone
"259,030",iPhone
"259,539",Nokia WRT app
"270,700",Android phone
"259,201",iPhone
"517,216",iOS
"259,161",iPhone
"253,522",StreetReport_iPhone
"424,050",iOS
"524,151",StreetReport_iPhone
"459,308",iOS
"253,204",Android phone
"259,331",Android phone
"259,356",iPhone
"259,537",Nokia WRT app
"259,384",iPhone
"259,374",iPhone
"259,203",Android phone
"259,392",iPhone
"259,867",StreetReport_iPhone
"259,559",iPhone
"253,382",StreetReport_iPhone
"259,329",iPhone
"259,548",iPhone
"246,119",Android phone
"260,003",Android phone
"260,011",Android phone
"193,416",StreetReport_iPhone
"259,703",StreetReport_iPhone
"253,513",StreetReport_iPhone
"253,524",StreetReport_iPhone
"253,520",StreetReport_iPhone
"253,517",StreetReport_iPhone
"193,415",StreetReport_iPhone
"244,922",iPhone
"259,740",iPhone
"108,675",iPhone
"253,562",iPhone
"259,827",Android phone
"876,992",iOS
"259,871",iPhone
"259,862",Android phone
"253,575",Android phone
"259,838",Android phone
"253,706",StreetReport_iPhone
"253,702",StreetReport_iPhone
"260,057",iPhone
"256,370",iPhone
"481,697",iOS
"938,539",iOS
"256,975",iPhone
"256,522",iPhone
"256,362",iPhone
"260,055",iPhone
"253,716",StreetReport_iPhone
"1,019,683",iOS
"458,807",Android
"190,757",Nokia WRT app
"194,645",Android phone
"260,051",Android phone
"253,754",iPhone
"458,818",Android
"255,154",StreetReport_iPhone
"260,176",Android phone
"259,989",Android phone
"47,588",iPhone
"253,912",iPhone
"190,748",Nokia WRT app
"253,941",iPhone
"253,949",iPhone
"51,818",iPhone
"260,287",iPhone
"253,495",Android phone
"253,926",StreetReport_iPhone
"260,461",StreetReport_iPhone
"260,476",iPhone
"260,471",iPhone
"260,479",iPhone
"260,474",iPhone
"253,697",iPhone
"260,511",iPhone
"261,345",StreetReport_iPhone
"260,521",Android phone
"262,221",Android phone
"258,621",Android phone
"260,606",Android phone
"254,151",Android phone
"260,539",iPhone
"193,361",iPhone
"88,677",iPhone
"260,655",Android phone
"260,537",Android phone
"190,796",iPhone
"660,084",iOS
"256,738",StreetReport_iPhone
"459,615",Android
"259,725",Android phone
"260,803",StreetReport_iPhone
"258,323",Android phone
"260,927",Android phone
"260,928",Android phone
"260,929",Android phone
"260,951",iPhone
"254,401",iPhone
"254,348",iPhone
"242,223",iPhone
"260,977",iPhone
"248,892",Android phone
"254,485",StreetReport_iPhone
"261,083",Android phone
"254,288",StreetReport_iPhone
"261,124",iPhone
"145,074",Fixmytweet
"254,388",Android phone
"145,075",Fixmytweet
"263,021",iPhone
"145,076",Fixmytweet
"145,077",Fixmytweet
"254,603",iPhone
"145,079",Fixmytweet
"172,766",Nokia WRT app
"261,265",iPhone
"261,267",iPhone
"261,264",iPhone
"261,251",iPhone
"261,260",iPhone
"261,253",iPhone
"261,257",iPhone
"261,256",iPhone
"261,258",iPhone
"261,255",iPhone
"124,760",Fixmytweet
"254,663",iPhone
"481,606",Android
"254,655",Android phone
"468,902",Android
"261,365",iPhone
"481,619",Android
"193,257",iPhone
"261,431",iPhone
"261,489",iPhone
"261,560",iPhone
"261,548",Android phone
"261,522",iPhone
"261,556",iPhone
"1,189,774",iOS
"260,472",iPhone
"261,620",iPhone
"261,656",iPhone
"261,655",iPhone
"254,911",StreetReport_iPhone
"260,020",iPhone
"261,653",iPhone
"256,418",iPhone
"628,415",iOS
"261,695",Android phone
"261,703",iPhone
"261,664",iPhone
"192,634",Android phone
"261,749",StreetReport_iPhone
"261,777",Android phone
"261,718",iPhone
"261,720",iPhone
"261,797",iPhone
"261,618",iPhone
"252,293",iPhone
"261,802",StreetReport_iPhone
"258,255",StreetReport_iPhone
"261,822",StreetReport_iPhone
"191,131",iPhone
"38,592",iPhone
"261,523",Android phone
"474,252",iOS
"254,831",Android phone
"481,587",iOS
"258,447",iPhone
"249,791",Android phone
"254,919",StreetReport_iPhone
"255,246",Android phone
"262,206",iPhone
"262,157",iPhone
"262,127",iPhone
"94,231",iPhone
"262,086",iPhone
"747,579",iOS
"192,647",Android phone
"259,708",Android phone
"260,487",Android phone
"262,232",iPhone
"1,068,836",Android
"255,339",iPhone
"262,284",iPhone
"262,340",Android phone
"258,316",Android phone
"262,308",iPhone
"807,325",Android
"262,690",iPhone
"262,409",iPhone
"190,950",StreetReport_iPhone
"190,952",StreetReport_iPhone
"190,953",StreetReport_iPhone
"262,209",Android phone
"1,070,195",Android
"191,124",iPhone
"262,478",iPhone
"262,479",iPhone
"188,399",StreetReport_iPhone
"81,615",iPhone
"255,536",Android phone
"807,324",Android
"495,759",iOS
"191,080",StreetReport_iPhone
"114,539",Android phone
"262,650",iPhone
"255,644",iPhone
"190,656",StreetReport_iPhone
"262,776",StreetReport_iPhone
"262,725",iPhone
"194,801",StreetReport_iPhone
"262,792",StreetReport_iPhone
"190,970",StreetReport_iPhone
"262,943",StreetReport_iPhone
"436,103",iOS
"186,649",StreetReport_iPhone
"193,099",iPhone
"262,954",Android phone
"263,006",StreetReport_iPhone
"136,635",iPhone
"263,015",iPhone
"194,342",StreetReport_iPhone
"263,016",iPhone
"1,189,770",iOS
"95,060",iPhone
"194,959",iPhone
"263,039",Android phone
"194,975",iPhone
"263,089",StreetReport_iPhone
"71,337",Android phone
"188,144",StreetReport_iPhone
"193,958",iPhone
"40,115",iPhone
"193,728",Android phone
"193,676",StreetReport_iPhone
"1,070,125",Android
"193,872",StreetReport_iPhone
"193,918",StreetReport_iPhone
"193,919",StreetReport_iPhone
"194,041",StreetReport_iPhone
"71,115",Android phone
"194,042",StreetReport_iPhone
"194,167",iPhone
"194,083",iPhone
"194,069",StreetReport_iPhone
"194,092",Android phone
"194,085",StreetReport_iPhone
"194,100",Android phone
"194,128",StreetReport_iPhone
"37,082",iPhone
"194,154",iPhone
"194,172",Android phone
"194,213",iPhone
"106,317",Android phone
"194,301",iPhone
"194,303",iPhone
"194,325",iPhone
"194,340",Android phone
"73,650",Android phone
"194,367",StreetReport_iPhone
"194,443",iPhone
"194,435",iPhone
"194,560",Android phone
"74,320",iPhone
"194,664",iPhone
"194,669",Android phone
"194,691",StreetReport_iPhone
"194,672",Android phone
"194,722",iPhone
"194,732",Android phone
"645,525",iOS
"194,721",StreetReport_iPhone
"194,832",iPhone
"192,093",StreetReport_iPhone
"195,048",iPhone
"72,142",Android phone
"195,262",iPhone
"195,265",iPhone
"1,054,359",iOS
"195,273",Android phone
"196,031",StreetReport_iPhone
"195,335",Android phone
"110,700",iPhone
"75,724",iPhone
"195,428",StreetReport_iPhone
"195,472",StreetReport_iPhone
"195,502",Android phone
"69,498",Android phone
"195,670",iPhone
"195,627",StreetReport_iPhone
"195,704",iPhone
"103,752",iPhone
"195,705",iPhone
"195,689",iPhone
"85,362",iPhone
"747,517",iOS
"195,797",Android phone
"41,379",iPhone
"195,908",StreetReport_iPhone
"195,942",StreetReport_iPhone
"195,944",StreetReport_iPhone
"195,913",StreetReport_iPhone
"243,448",StreetReport_iPhone
"196,011",iPhone
"196,020",StreetReport_iPhone
"196,070",StreetReport_iPhone
"196,067",StreetReport_iPhone
"196,089",StreetReport_iPhone
"196,174",iPhone
"196,097",StreetReport_iPhone
"196,146",iPhone
"196,157",iPhone
"196,187",StreetReport_iPhone
"938,579",Android
"196,173",Android phone
"196,172",iPhone
"196,202",StreetReport_iPhone
"196,266",iPhone
"196,294",iPhone
"196,333",StreetReport_iPhone
"59,771",iPhone
"196,422",iPhone
"87,991",iPhone
"196,450",iPhone
"196,465",iPhone
"81,226",iPhone
"100,734",iPhone
"40,326",iPhone
"81,194",iPhone
"108,207",iPhone
"131,056",StreetReport_iPhone
"112,685",iPhone
"90,093",iPhone
"980,916",iOS
"108,208",iPhone
"62,284",iPhone
"81,362",iPhone
"91,778",iPhone
"91,791",iPhone
"115,175",Android phone
"79,930",iPhone
"89,046",iPhone
"113,290",Android phone
"88,678",iPhone
"184,350",StreetReport_iPhone
"184,353",StreetReport_iPhone
"108,209",iPhone
"96,701",iPhone
"81,701",iPhone
"58,437",iPhone
"144,184",StreetReport_iPhone
"184,522",iPhone
"184,494",Android phone
"82,831",iPhone
"101,214",iPhone
"93,855",iPhone
"184,603",StreetReport_iPhone
"108,571",iPhone
"100,454",iPhone
"100,453",iPhone
"100,477",iPhone
"100,456",iPhone
"100,457",iPhone
"108,579",Fixmytweet
"164,273",StreetReport_iPhone
"115,405",iPhone
"143,879",iPhone
"104,969",Fixmytweet
"105,051",Fixmytweet
"104,957",iPhone
"100,479",iPhone
"112,775",iPhone
"94,800",iPhone
"108,649",iPhone
"108,667",iPhone
"145,033",Fixmytweet
"115,444",Android phone
"115,448",StreetReport_iPhone
"95,348",iPhone
"106,325",Android phone
"164,365",Android phone
"106,327",Android phone
"164,360",Android phone
"184,893",iPhone
"100,254",Android phone
"106,329",Android phone
"100,269",Android phone
"106,328",Android phone
"95,501",iPhone
"101,216",iPhone
"111,105",Fixmytweet
"111,136",iPhone
"185,104",iPhone
"185,080",StreetReport_iPhone
"1,003,065",Android
"105,383",iPhone
"100,339",iPhone
"185,174",StreetReport_iPhone
"185,190",Android phone
"185,191",Android phone
"185,271",iPhone
"129,352",iPhone
"185,192",Android phone
"111,748",iPhone
"185,274",StreetReport_iPhone
"185,275",StreetReport_iPhone
"155,123",iPhone
"131,500",StreetReport_iPhone
"131,506",Android phone
"144,304",iPhone
"127,816",Android phone
"95,836",iPhone
"185,072",Android phone
"108,899",iPhone
"164,958",Android phone
"98,234",iPhone
"106,698",iPhone
"164,953",Android phone
"155,776",StreetReport_iPhone
"100,737",iPhone
"185,644",StreetReport_iPhone
"165,132",Android phone
"165,083",Android phone
"127,928",Android phone
"98,422",iPhone
"96,073",iPhone
"165,143",Android phone
"100,738",iPhone
"155,962",Fixmytweet
"185,834",Android phone
"156,220",Fixmytweet
"156,223",Fixmytweet
"156,224",Fixmytweet
"156,230",Fixmytweet
"156,232",Fixmytweet
"128,062",StreetReport_iPhone
"156,196",StreetReport_iPhone
"186,041",iPhone
"186,010",StreetReport_iPhone
"186,096",iPhone
"186,012",Android phone
"107,323",iPhone
"239,863",iPhone
"125,310",StreetReport_iPhone
"186,645",iPhone
"111,828",iPhone
"186,238",StreetReport_iPhone
"165,785",Android phone
"156,536",Fixmytweet
"110,079",Android phone
"135,129",Android phone
"112,163",Android phone
"105,436",iPhone
"186,402",iPhone
"186,477",StreetReport_iPhone
"186,418",StreetReport_iPhone
"97,118",iPhone
"130,217",Android phone
"145,555",StreetReport_iPhone
"105,238",iPhone
"156,239",Fixmytweet
"156,235",Fixmytweet
"166,139",StreetReport_iPhone
"107,262",iPhone
"166,251",iPhone
"980,869",iOS
"121,202",Android phone
"166,404",StreetReport_iPhone
"186,791",Android phone
"186,824",Android phone
"128,997",iPhone
"186,895",iPhone
"113,614",Android phone
"113,717",iPhone
"166,667",iPhone
"186,972",iPhone
"157,323",StreetReport_iPhone
"113,875",Android phone
"152,746",Android phone
"186,975",iPhone
"980,868",iOS
"653,714",Android
"166,659",iPhone
"114,629",Android phone
"166,681",StreetReport_iPhone
"126,012",iPhone
"125,950",iPhone
"126,020",iPhone
"115,076",iPhone
"109,672",iPhone
"111,662",iPhone
"157,285",StreetReport_iPhone
"112,900",Android phone
"145,791",iPhone
"112,901",Android phone
"112,427",Android phone
"187,426",iPhone
"166,862",iPhone
"145,028",Fixmytweet
"176,026",StreetReport_iPhone
"145,046",Fixmytweet
"166,884",Android phone
"166,886",Android phone
"100,989",iPhone
"145,115",Fixmytweet
"131,031",iPhone
"105,960",Android phone
"106,352",iPhone
"115,975",Android phone
"115,999",iPhone
"145,070",Fixmytweet
"145,071",Fixmytweet
"145,072",Fixmytweet
"122,872",iPhone
"187,691",StreetReport_iPhone
"145,206",Fixmytweet
"187,702",StreetReport_iPhone
"187,703",StreetReport_iPhone
"109,727",iPhone
"146,938",iPhone
"116,631",Android phone
"115,832",Android phone
"95,246",iPhone
"109,797",iPhone
"131,096",iPhone
"106,981",iPhone
"106,014",iPhone
"106,051",iPhone
"109,791",iPhone
"109,798",iPhone
"187,939",Android phone
"109,802",iPhone
"101,695",iPhone
"149,803",iPhone
"167,586",StreetReport_iPhone
"167,608",Android phone
"117,035",iPhone
"127,976",Fixmytweet
"127,985",StreetReport_iPhone
"131,014",iPhone
"118,354",iPhone
"156,252",Fixmytweet
"117,742",StreetReport_iPhone
"187,008",Android phone
"98,838",iPhone
"131,000",iPhone
"106,982",iPhone
"100,811",iPhone
"102,935",iPhone
"109,903",iPhone
"102,954",iPhone
"118,396",iPhone
"100,818",iPhone
"95,582",iPhone
"95,593",iPhone
"100,839",iPhone
"129,873",iPhone
"122,837",Android phone
"82,811",iPhone
"105,597",iPhone
"95,644",iPhone
"95,587",iPhone
"159,236",iPhone
"135,132",StreetReport_iPhone
"167,944",iPhone
"167,977",Android phone
"128,480",iPhone
"110,077",iPhone
"109,974",Android phone
"37,325",iPhone
"110,000",Android phone
"111,840",iPhone
"103,101",iPhone
"39,646",iPhone
"103,103",iPhone
"112,477",iPhone
"188,420",StreetReport_iPhone
"130,285",iPhone
"103,104",iPhone
"967,809",iOS
"924,780",iOS
"120,388",StreetReport_iPhone
"102,796",Fixmytweet
"168,257",iPhone
"110,216",Android phone
"120,725",Android phone
"106,064",iPhone
"144,516",iPhone
"143,844",iPhone
"188,710",Android phone
"106,608",iPhone
"130,248",iPhone
"131,544",iPhone
"110,330",iPhone
"93,895",iPhone
"112,406",iPhone
"188,991",StreetReport_iPhone
"110,378",Android phone
"107,266",iPhone
"101,011",iPhone
"101,921",iPhone
"128,156",iPhone
"123,041",iPhone
"148,584",iPhone
"135,144",iPhone
"170,863",iPhone
"136,738",Android phone
"149,071",iPhone
"137,347",StreetReport_iPhone
"137,647",Android phone
"171,877",Android phone
"171,881",StreetReport_iPhone
"141,388",StreetReport_iPhone
"131,818",iPhone
"142,899",iPhone
"172,577",Nokia WRT app
"924,768",Android
"172,676",StreetReport_iPhone
